1.000000000000000000e+00,-6.608407616884709465e-16,-6.717666523757611846e-18,-2.399960405561730474e-18,5.275608492167190110e-19,-6.344950066055582873e-19,-2.410880048309082974e-19,-3.027430871764222246e-16,-1.124183479067773597e-18,3.319885213038219677e-19,8.962198758744802586e-19,1.992399292852984074e-19
-6.608407616884709465e-16,1.000000000000000222e+00,4.161245654859176018e-15,4.340479261196812644e-16,-1.367058091946992551e-16,-2.088713007158174810e-17,9.205468281878283399e-18,1.643900165144077279e-16,9.113878626152715060e-21,-7.384944500272159063e-18,1.922047048703733598e-17,-1.819983535103514091e-17
-6.717666523757611846e-18,4.161245654859176018e-15,1.000000000000000444e+00,-8.213314310894027197e-19,1.614124967062466476e-17,-8.770009681308315619e-18,3.121781971813789379e-17,-2.507060987795579749e-16,2.724228332146964664e-17,-1.132771968855231862e-17,4.816728499957377845e-17,1.636741238879483798e-17
-2.399960405561730474e-18,4.340479261196812644e-16,-8.213314310894027197e-19,9.999999999999998890e-01,7.326513334375124637e-17,-4.079890975427889756e-17,1.418196126006523167e-16,-3.625568352085882305e-16,-9.181845848296756834e-20,-3.001476668679764332e-17,6.400102845197886829e-16,3.172495223393798487e-16
5.275608492167190110e-19,-1.367058091946992551e-16,1.614124967062466476e-17,7.326513334375124637e-17,1.000000000000000222e+00,1.005818933278000694e-16,-1.143487894782716107e-15,6.420515181258920518e-17,-7.012886365330014846e-17,5.784971707025195612e-17,-5.604680829028780327e-16,-4.227562296509622101e-16
-6.344950066055582873e-19,-2.088713007158174810e-17,-8.770009681308315619e-18,-4.079890975427889756e-17,1.005818933278000694e-16,1.000000000000000000e+00,-1.416368748281217244e-15,5.403970864214905680e-16,2.903741840312674403e-17,1.202023548156753336e-16,-1.486400393806849293e-16,-1.703240761914171238e-16
-2.410880048309082974e-19,9.205468281878283399e-18,3.121781971813789379e-17,1.418196126006523167e-16,-1.143487894782716107e-15,-1.416368748281217244e-15,9.999999999999997780e-01,-3.072837306913253585e-16,-3.063350720302264124e-15,1.842566975642550906e-15,1.206464493289035702e-15,2.791914035541355899e-15
-3.027430871764222246e-16,1.643900165144077279e-16,-2.507060987795579749e-16,-3.625568352085882305e-16,6.420515181258920518e-17,5.403970864214905680e-16,-3.072837306913253585e-16,9.999999999999998890e-01,-2.074143816233417472e-15,1.142358921403420712e-15,2.526945273779738118e-16,5.418802593088697846e-16
-1.124183479067773597e-18,9.113878626152715060e-21,2.724228332146964664e-17,-9.181845848296756834e-20,-7.012886365330014846e-17,2.903741840312674403e-17,-3.063350720302264124e-15,-2.074143816233417472e-15,9.999999999999997780e-01,3.034426219611462117e-15,-7.165700708155957498e-15,-3.616868007825427905e-15
3.319885213038219677e-19,-7.384944500272159063e-18,-1.132771968855231862e-17,-3.001476668679764332e-17,5.784971707025195612e-17,1.202023548156753336e-16,1.842566975642550906e-15,1.142358921403420712e-15,3.034426219611462117e-15,1.000000000000000000e+00,5.068712269841662862e-15,2.997511198073637021e-15
8.962198758744802586e-19,1.922047048703733598e-17,4.816728499957377845e-17,6.400102845197886829e-16,-5.604680829028780327e-16,-1.486400393806849293e-16,1.206464493289035702e-15,2.526945273779738118e-16,-7.165700708155957498e-15,5.068712269841662862e-15,1.000000000000000222e+00,5.714956403090523462e-15
1.992399292852984074e-19,-1.819983535103514091e-17,1.636741238879483798e-17,3.172495223393798487e-16,-4.227562296509622101e-16,-1.703240761914171238e-16,2.791914035541355899e-15,5.418802593088697846e-16,-3.616868007825427905e-15,2.997511198073637021e-15,5.714956403090523462e-15,1.000000000000000222e+00
